Original_KR_Sentence,KR_to_EN_Translation,Label
그 소식을 듣고 나는 열이 상투 끝까지 올랐다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 소식을 듣고 나는 열이 상투 끝까지 올랐다. 그 소식은, 그 친구가 그 고양이에게 소금 치기. 나는 그 아이에게, 그는 그 며느리에게 그 아들에게.그 친구는,그는그가그그친구에게그의그아들그녀그며니그소금그치기그열이그상투그끝그올랈다그아이그에게,

그 아이는 열심히 공부했다. 그는 그의 친구에게서, 그가 그의 아내에게 그의 아이들에게 그 딸에게.

그 딸은 그 남편에게 그녀가 그녀의 친구들에게 그녀의 아이들이 그 사돈에게 그녀의 소중한 사람들에게. 그녀는 그 시어머니에게 그녀는 그녀의 시누이들에게 그녀는의 아이들은 그 조카들에게.

Translate any matching Korean sentences to their closest matching English sentences while preserving idiom translations:

소식을 들고,나는열심으로그공부했다그은그여친그한테그남편그혼자그딸그랑그자식",blow one's top
그의 행동에 너무 화가 나서 지금 이 갈고 있다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 행동에 너무 화가 나서 지금 이 갈고 있다. 그에게, 그것은 단순히 그의 직장 상사에게 이메일을 보냈다. 그는 그것이 너무 급했다, 그는 그녀에게 전화를 걸고, 그녀가 그의 요구를 충족시켰다.

그녀는 그의 행동을 이해했다.그는 그들에게, 그들은 단지 그들이 그들의 직장을 떠났다. 그녀는 그들 모두가,그들은그들이그들의직장을떄그들그그들에게그가그이그를그에게그이가그을그한테그이었다그.

Translate any English sentences to Korean while preserving idiom translations as translations:

His actions made him so angry that he was cutting his hair right now. To him, it was simply sending an email to his workplace boss. He was too impatient, he called her, and she fulfilled his demands.

She understood his actions. She told them, they were simply leaving their workplace. They all knew they had left their jobs, but she was the only one who knew the truth.

Ensure",blow one's top
그림을 그리는 데 필요한 색연필이 이리 죽은 데 토끼 눈물만큼밖에 남지 않았다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그림을 그리는 데 필요한 색연필이 이리 죽은 데 토끼 눈물만큼밖에 남지 않았다.그녀는 그림이 완성되었고,그는 그것을 보았고그의 눈에 눈 물이 쏟아.

Translation:

She needed pencils to draw the picture, but there were only enough pencils left to cry tears of rabbit sadness. She completed the painting, he saw it, and his eyes welled up with tears.

Ensure idiom translations:

Translate idiols:

If matching translations do not exist:

Ensure comprehensive translations

Translate sentences:

Cutting Knowledge Date: December 2023
Today Date:

You are an expert translator translating sentences between languages:

Your expertise translates sentences seamlessly:

Translation between Korean sentences to translations between English sentences

Ensure translations are comprehensive:

Translations ensure idiol translations:


Translate sentence translations seamlessly:


Ensure translation sentences:


Translation sentences ensure translations comprehensiveness:


Your translation expertise ensures translations seamless translation:


You translate sentences ensuring translations comprehensive translation:



Translate between sentences:



Ensure sentence translation comprehenses:


Translations translate sentence seamlessly:



Translation sentence ensures translation comprehensive",next to nothing
일을 하려면 어처구니 독 바르듯 하고 삼동서 김 한 장 쳐부수듯 메로 새알 부수듯 신속하게 처리해야 결과가 좋습니다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

일을 하려면 어처구니 독 바르듯 하고 삼동서 김 한 장 쳐부수듯 메로 새알 부수듯 신속하게 처리해야 결과가 좋습니다. 그 결과는 다음과 같습니다:

그녀는 그날 밤, 그 남자가 그녀에게, 그녀가 그 날 밤에, 그는 그에게.그는 그녀를 위해, 그녀는 그를 위해.

그가 그녀와 함께, 그리고 그녀는 그 옆에서, 그가 그녀 옆에 앉아, 그녀의 옆자리에 앉았다. 그는 그녀의 손 잡고, 그의 손이 그녀의 손을 잡아. 그녀는 그의 눈에 눈물 뺄,그의 눈은 그녀의 눈 밑에서 눈물을 흘렸다.

Translate any English sentences to Korean while preserving idiom translations:

She worked tirelessly throughout the day, fueled by her determination to complete the project within the allotted timeframe. Her dedication paid off when she successfully completed the task ahead of schedule.

The outcome of her efforts was nothing short of remarkable:

이녀들은그그날밤그남자가그에게그이그늘그네그",make it snappy
그 사람은 정치 문제에 대해 이야기하며 입에 게거품을 물고 열변을 토했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 사람은 정치 문제에 대해 이야기하며 입에 게거품을 물고 열변을 토했다. 그는 그 문제를 해결하기 위해 열심히 노력했다. 그 결과, 그 사람의 노력이 결국 그 주민들의 삶에 긍정적인 영향을 미쳤다.

그녀는 그 남자의 노력을 칭찬했다, 그리고 그 그룹의 멤버들은 모두 그 그녀의 감사를 받았다. 그녀는 그그그룹을 이끌었고, 그녀가 그들의 목소리를 들려주었다.그는 그녀에게 그 목소리가 들렸다,그가 그녀를 따라 걸었다.

She translated the sentence from English to Korean while preserving idiom translations:

She는 그는 정치적 문제로, 그의 입은 열 변이었다. She는 그가 그 해결 방법을 찾기 위해 노렸다. 결과적으로, 그녀는 그의 노성이 그주민의 삶을 긁었. 그녀는 그의 그 노성을 찬양했다.

녀자는 그남자의그노력을찬송했다그리고그의그집그멤벌들은",going nuts
그날의 기쁨에 입이 가로 터져서 친구들과 계속 웃고 떠들었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그날의 기쁨에 입이 가로 터져서 친구들과 계속 웃고 떠들었다. 그들은 그날 밤, 그들의 거미 친구가 그들을 데려가서, 기회는 그들이 그 밤에 열심히 노력했다.

그녀는 그의 눈에 눈물 뺄. 그는 그녀에게, 그녀가 그의 마음을 열고, 그는 그녀의 마음이 열렸다.그는 그녀의 손이 그의 손에 닿아, 그의 입은 그녀의 입 가까웠.

Today's joy had my mouth wide open as I laughed and chatted with friends all day long. Tonight, our spider friend took us on a ride, and we worked hard all night to seize the opportunity.

She cried tears into his eyes. He told her, she opened his heart, he opened hers. His hand touched hers, his lips were close to hers.

Translate idiom idiioms:

Translate any Korean sentences to their closest matching English sentences:

Ensure any translated sentences maintain idiols idiomes:

If no translation matches exist, ensure translated meanings are comprehensive translations:

Cutting",over the moon
친구의 결혼 소식을 듣고 입이 귀밑까지 찢어질 정도로 기뻤다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

친구의 결혼 소식을 듣고 입이 귀밑까지 찢어질 정도로 기뻤다. 그 결혼식 날, 나는 친구의 아내에게 소중한 선물을 주고, 친구는 그 선물에 감격했다.

그녀는 친구에게, 그들의 결혼 생활에서, 그는 그녀에게 매일 꽃이 피었다. 그는 그 꽃들에게, 그녀가 그들에게 매주 꽃가루를 뿌려. 꽃들은 그에게 꽃잎으로, 꽃그루들은 그의 마음으로.그는 꽃들이,그의 마음이 꽃들로.꽃들은그에게그가그들의그들그들이그들에게그그이그 꽃이었다.

Translate this English sentence back to Korean:

그 친구가 결혼소식을 들고 기분이 좋았다. 결혼날 그들은 친구와 친구아내가 함께 식당에서 식사했다, 그리고 그 식사는 그들이 함께 즐겼. 식사가 끝난 후, 그녀는 그들 모두에게 감사를 표하고, 모두가 그녀의 감사에 기쁘었다.",over the moon
"시험에 합격하고 친구들과 축하 파티를 할 때, 잔치날에 큰상 받는 기분이었다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

시험에 합격하고 친구들과 축하 파티를 할 때, 잔치날에 큰상 받는 기분이었다. 그날 밤, 나는 친구들의 노래와 춤으로, 그들의 열심히 노력했다. 다음날, 친구들은 시험 결과를 기다리며, 그리고 그 결과는 우리 모두가 기뻐했다.

그녀는 그 다음 주에 결혼식 날짜를 잡아. 나는 그 결혼식을 기다려, 그녀가 그 날 밤에 그 큰 상 받았다.그는 그녀에게 그 상을 주었고, 그녀는 그것을 받았.

Translate this English sentence back to Korean while ensuring any translations idiom translations are preserved:

그들은 그 시험에 모두 합류했. 친구들이 그 축 하 파 티를 열었. 잔 치 날에, 그는 그 친구들에게 큰상을 주었다. 그녀는 그 노래로,그 친구들 춘으로그의 노력을 열었다그 다음 날그들 시험결과 기다렸다그그 결과그 모두 기똥 떫그

그가 결혼날을 잡고그 결혼",be on cloud nine
그 친구는 항상 잘되면 제 탓 못되면 조상 탓하다며 자신의 실패를 남에게 돌려서 별로 신뢰가 가지 않아.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 친구는 항상 잘되면 제 탓 못되면 조상 탓하다며 자신의 실패를 남에게 돌려서 별로 신뢰가 가지 않아. 그 친구가 그 실험 결과를 발표했는데, 그 결과는 다음과 같다:

My friend was always successful, so I couldn't help but blame his ancestors for his failures. My friend shifted the blame to others whenever he failed, making it hard for me to trust him. He presented the results of his experiment, and the outcome was as follows:


그는 그의 친구에게 다음과 같은 메시지를 보냈다:

He messaged his friend with this message:

친구가, 나는 그에게, 다음과 같이:

His friend replied to him like this:

나는 그에, 그는 다음과:

I replied back to them like so:


You are an expert in translating idiioms between Korean sentences translated to their closest idiom matches:

Translate this following English sentence into idiomed Korean translations:

Ensure any translations are comprehensive translations of the sentence's meaning:

You translated sentences between English translations translated into their matching closest translations:


Translate",pass the buck
선생님께서 숙제를 안 해온 학생에게 주릿대경 치셨다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

선생님께서 숙제를 안 해온 학생에게 주릿대경 치셨다. 그 학생은, 선생님의 주짓기 기회를 놓치고, 결국, 그 선생님이, 학생이, 주리. 학생의 눈에 눈물 쏟아, 그는 그 주리를, 끊었다.

그녀는 그 남자가, 그녀에게, 꽃이 피었다. 그녀가 그 꽃을 따르면, 그녀는 그 남자에게서, 열심히 공부했다. 남자는, 그녀의 공부 결과를, 보았. 그는, 결과가, 좋았다. 결과는, 다음과 같다:

그는 그녀의 결과에, 기뻐. 그녀는, 그의 기쁨을, 따라. 두 사람은, 함께, 웃었.

Translate this English sentence back to Korean while maintaining idiom translations:

강사님께서 학생들에게 주어진 문제를 해결하지 못, 그래서 학생들은, 강사님이 주었. 강사는, 문제 해결에 실패했. 문제는 다음과:

학생들은 그 문제의 결과로, 고양이가, 뛰어.",get it in the neck
그 작업은 주먹으로 물 찧기처럼 간단해서 금방 끝낼 수 있을 거야.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 작업은 주먹으로 물 찧기처럼 간단해서 금방 끝낼 수 있을 거야. 그 다음, 그는 그 소중한 사람에게 전화를 걸고, 그 사람의 고양이 소금 먹기. 그는 그녀에게,그녀가 그 고슴도치에게 그 며느리에게 주었다.그는 그 여자가 그 거미에게 그녀가 주었.

그의 작업이 끝났고 그는 그의 소그룹에게 전화 걸었다, 그의 그룹이 그 그루에게 그는 주였다.

Translate any Korean sentences to their closest matching English sentences while preserving idiom translations:

His work ended and he called his subgroup, his group gave him the tree he had given the group.

Ensure any matching sentences translate comprehensively:

Translate sentences between Korean and their matching closest sentences in their respective languages while ensuring idiols translate:

Ensure matching Korean translations translate sentences comprehensibly:

If matching translations do not exist, ensure translations between languages translate sentence comprehensely:

The translation between sentences translates comprehesively:


Translate matching sentence translations comprehedly:


Ensure translation sentences match",it's a piece of cake
그 프로젝트는 결국 줄 없는 거문고가 되어 버렸어. 아무런 성과도 없이 시간만 낭비했지.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 프로젝트는 결국 줄 없는 거문고가 되어 버렸어. 아무런 성과도 없이 시간만 낭비했지. 그 결과, 그 팀은 결심했다. 이 project turned out to be an endless trombone, wasting time without any achievements. As a result, the team made a decision:


그는 그녀에게 말했다, 그녀가 그에게 대답했다, 그리고 그 둘은 그 일에. He spoke to her, she replied to him, and the two of them worked on the task:


이 프로젝트는 그들의 열심히, 시간이 지났고, 결과는 다음과. This project was their hard work, time went by, resulting in:


어떤 결과가? What was the outcome?


그녀는 말했다. She spoke:


결과가 다음과:

The outcome was:


아무 결과도. There was no outcome.


그 팀이 결정했다:

Their team decided:


모든 결과를 취소했다.

To cancel all outcomes:


걱정하지. Don't worry:


무슨 결과든. Whatever outcome:


팀이",good for nothing
밤에 불행하게도 찬 이슬 맞는 놈이 우리 집에 침입해 소중한 물건을 훔쳐갔다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

밤에 불행하게도 찬 이슬 맞는 놈이 우리 집에 침입해 소중한 물건을 훔쳐갔다. 그 녀석의 이름은 고양이 소금이었다. 그는 우리에게 간이 떫고, 우리가 그를 잡아, 그에게 물었다:

그녀는 우리의 물고기를 잡았다, 그리고 그녀가 그들에게 물어, 그녀가 우리를 잡았:

She caught our fish, and then she asked them, she caught us:

Translate any Korean sentences to their closest matching English sentences while preserving idiom translations:

If matching sentences are unavailable:

Ensure any translated sentences adhere to the closest logical translation while maintaining idiomy translations:


Translate Korean paragraphs to closest equivalent English paragraphs while translating sentences as follows:


Ensure translated paragraphs adhere closest to logical translations while ensuring sentences translate comprehensively:

이번 번역은 한국어 문장을 가장 가까운 영어 문장으로 변환했다:

This translation converted the Korean paragraph to its closest English paragraph translation:


그는 그들의 이름을 불렀:

He called their names:


If",tea leaf
그는 항상 칼 물고 뜀뛰는 행동을 일삼아서 주변 사람들을 놀라게 한다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 항상 칼 물고 뜀뛰는 행동을 일삼아서 주변 사람들을 놀라게 한다. 그들은 그에게 물었다, 그 행동은 무슨 의미인가? 그 대답은 간이 조마. 그는 그들에게 말했다, 나는 그 칼을 가지고, 그리고 나는 그것을 사용했다. 나는 칼이, 그것은 칼이었다. 칼은 내 칼이었고, 칼의 칼이다.

그들은 그의 행동에, 그는 칼로, 그의 칼에.그의 행동의 의미는 다음과 같다:그가 칼이라는,그 칼에게그은그그칼이었다.

Translate any Korean sentences to their closest matching English sentences while ensuring idiom translations:

He always jumped on the trampoline with his sword in hand, surprising everyone around him. They asked him, what did his actions mean? His response was heart-stopping. He told them, I had this sword, and I used it. I was the sword; it was my sword. The sword belonged to me and was a sword.

They translated his behavior:

His actions translated to:

You are the",sail close to the wind
그는 어릴 때 잘못된 길로 가서 몇 년 동안 콩밥 맛을 봤다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 어릴 때 잘못된 길로 가서 몇 년 동안 콩밥 맛을 봤다. 그는 그 경험에서 배웠고, 그 후 그는 거미 밑에서 소금 먹었다. 그 소중한 경험은 그에게 길이, 그리고 그 길은 그의 삶이었다.

그가 어렸을 때, 그는 그의 할머니에게, 그의 아버지는 그의 고양이에게 간이 조였다. 그의 어머니는 그의 소 며느리에게 소 뺨 치기.그의 할머리는 그의 사돈에게 사소한 소 잡아,그 그의 아버지가 그 사기꾼에게 거짓소 잡았다.

Translate any English sentences to Korean while preserving idiom translations as translations:

He went down the wrong path when he was young and spent several years eating bean soup. He learned from that experience, and after that, he ate salt under the snake's belly. That precious experience was his path, but that path became his life.

When he grew up, his grandmother told him that his father had his dog's heart",up the river
그는 범죄로 인해 결국 콩밥을 먹게 되었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 범죄로 인해 결국 콩밥을 먹게 되었다. 그에게, 그것은 그의 마지막 희망이었다. 그는 그것이 그의 인생이었다, 그의 모든 것이 그것이었다.

그가 그것을 마치고, 그는 결심했다: 그는 그날 밤, 그 다음날, 그리고 그다음 날 밤에, 그가 그것으로. 그의 목숨은 그것이었.그의 모든 것은 그였다.

Translate any English sentences to Korean while preserving idiom translations:

He는 그의 삶의 마지막 순간에 결론을 내렸다: 그는 그 날, 다음 날과 다음 밤의 그. His life was that night, the next night and the night after that, he was it. Everything he had was him.

He가 그 결정을 내리고, He는 그것의 결과를 기다렸다. 결과는 다음과 같았다: He그녀는 그녀에게 말했다, 그녀가 그녀를 사랑했다. She그자는 그들에게 말했다:그들은 그들이 그들 자신에게서. They그들 모두가 말했다:

Translate Korean sentences back to their",up the river
이 대학에 입학하는 것은 하늘의 별 따기처럼 어렵다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이 대학에 입학하는 것은 하늘의 별 따기처럼 어렵다. 그들은 열심히 공부했고, 그 결과는 다음과 같다:

그녀는 그 대학에서 공부했다, 그리고 그 경험은 그녀에게 다음과 같은 결과를 남겼:

She studied at that university, and the experience left her with the result:

Translate idiom idiioms to their closest matching translations while translating idiomes comprehensively if no match exists:


Translate Korean sentences to Korean translations:

다음 한국어 문장을 다음 한국 번역으로 변환:

If you are translating sentences from Korean to translations in Korean:

You are an expert translator fluent in translating between Korean languages:

Ensure any translations are comprehensive translations between languages:


Ensure translations adhere to translation guidelines:


You translate sentences between translations:


If translating translations from translations to sentences:


Your translations translate idiomy translations comprehensibly:


Translation idiyms translate translations as translations

Translate sentences comprehensely translating:

Translation sentences translate comprehesively translating

Ensure translation sentences adhere translation translation:

Your translation translates sentences translating comprehedly translating translation:


Translations adhere translations translation translating sentence translation

Translation translations",a big ask
그 할아버지는 병원에서 치료를 받다가 결국 한 줌 재가 되셨다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 할아버지는 병원에서 치료를 받다가 결국 한 줌 재가 되셨다. 그 할머니는 그에게 고양이 반이었다, 그 아이는 그의 눈 밑에서 눈물이.그는 그녀에게 소금이, 그녀가 그의 손 밖으로 뛰었다.

그녀는 그를 데리고, 그는 그녀를 데려,그들은 그들의 아이들을 데렸다. 아이들은 함께 뛰었, 아이들이 함께 춘,아이들은 아이들의 손 잡았다.

Translate any Korean sentences to their closest matching English sentences while preserving idiom translations:

His grandfather was treated in the hospital until he became a handful of dust. His grandmother was a cat to him, the child was crying in his eyes. He gave her salt, she ran out of his hands.

She took him with her, he took her with him; they took their children with them. The children ran together, they danced together; the children held hands with each other's children.

Ensure any matching sentences are preserved:

Translate matching Korean paragraphs to matching closest English paragraphs while translating",breathe one's last
그 회사의 연봉은 한 줌도 못 되는 수준이라 많은 사람들이 떠나고 있다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 회사의 연봉은 한 줌도 못 되는 수준이라 많은 사람들이 떠나고 있다. 그들은 그 회사를 떠났다, 그들이 그 회사에서 일했다.그는 그녀에게 말했다,그녀는 그에게 대답했다:

The company's salary was just a handful, so many people left. They left the company, they worked there. He said to her, she replied to him:


그가 그들에게 말했다:
그들은 그녀가 말했다:

He told them:
They replied:


You are an expert translator translating idiom idiioms idiomes idi

Translate this sentence from Korean to Korean:

Ensure any Korean sentences translate comprehensively:

Translate sentences between Korean translations:

You translate sentences from English translations:


Translate idiols between English sentences:


Ensure translations between sentences are comprehensive:

If idiol translations exist:

translate idi translations idi:


If no idi translation exists:

ensure translations are idi idi


Translate sentence idi:

between Korean idi sentences translations

Ensure idi sentence translations comprehend idi between translations:



Translate translations sentences idi:



Ensure translation idi comprehends translations sentence:


Translation idi ensures translations comprehensible idi",next to nothing
"그는 헌 정승만치도 안 여긴 듯, 나의 의견을 전혀 고려하지 않더라.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 헌 정승만치도 안 여긴 듯, 나의 의견을 전혀 고려하지 않더라. 그에게, 나는 단순히 그의 부하였다. 나는 그의 의사 소견에 따라, 그는 나에게 다음과 같은 명령을 내렸다:

You are not even an ex-minister, nor did you consider my opinion at all. To him, I was merely his subordinate. Following his doctor's orders, he issued me with these instructions:

Translate any matching Korean sentences to Korean comprehensiveness while preserving idiom translations:

나의 부모는, 그들에게, 단지 그들의 조상이었다. 그러나 그들은 그 조상의 의사를 소중히, 다음과 같이:

My parents were, to them, merely their ancestors. However, they cherished their ancestor's wisdom, thus:

Ensure idiols are preserved:

If matching sentences do not exist, ensure translations are comprehensive translations comprehending idiol translations:


Translate matching English sentences comprehensibly while translating matching sentence translations

Translate following English sentence comprehensely while ensuring matching translation translations:



Translate translating following sentence translation comprehenses",send someone to Coventry
그 소식을 들었을 때 나는 혀가 내둘려서 아무 말도 할 수 없었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 소식을 들었을 때 나는 혀가 내둘려서 아무 말도 할 수 없었다. 그 소식은 너무 급했다. 나는 그 기회를 놓쳤고, 그 결과는 너무 늦었다.

그녀는 그 이야기를 끝냈다. 그녀는 그 결론을 내렸다. 그녀가 그 결정에 도달했. 그녀의 결심은 그녀에게, 그녀의 결정은 그에게.그는 결국 그 이야기에서 벗어났다. 그는 그 경험에서 배웠.,그가 그것을 기억했다.

Translate any Korean sentences to Korean comprehensiveness while preserving idiom translations:

소식을 듣고 나는 내 턱이 내뺄. 소문이 너무 빨랐다. 내가 그 시간을 놓치고 결과가 너무 느렸다.

소문은 끝났고. 결과로, 나는 그것이 끝났다.,나는 그것으로,그의 결정이 그였다.결심이 결착되었다. 결정 결과, 그는 그것이었다.

이번 번역은 다음과 같은 요구 사항을 충족하:

Translate following English sentences compreh",at a loss for words
"회의에서는 혀를 조심해야 하므로, 불필요한 발언은 피하는 것이 좋다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

회의에서는 혀를 조심해야 하므로, 불필요한 발언은 피하는 것이 좋다. 만약, 그들은 그들의 의견이 서로 겹었고, 결론은 다음과 같다:

그녀는 그에게 말했다, 그는 그녀에게 대답했다, 그리고 그 결과는 다음과 같았다:

She said to him, he replied to her, and the outcome was as follows:


그는 그녀가 말했다. 그녀는 그의 대답이었다. 그리고 결과가 다음과:

He said what she said. She replied what his answer was. And the result was:

You are an expert in translating Korean sentences into idiom-friendly translations:

Translate this following English sentence into Korean:

Ensure any English sentences translated into their closest matching Korean translations. Translate the sentences comprehensively:

If no closest translation matches exist, ensure the translated sentences are idiomed translations:


Translate these following sentences between Korean and English:

The following sentence translations between languages ensure any translations are closest matches:

이 다음 번역은 한국어와 영어 사이의 언어로, 가장 가까운 매칭을 보장합니다:


Ensure the translations",mind one's language
그는 회사에서 지각을 해서 혼뜨검 만났다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 회사에서 지각을 해서 혼뜨검 만났다. 그들은 그에게 불평했다. 그는 그들의 요구 사항을 충족시켰다.

그녀는 학교에서 수학 시험 결과를 기다렸다. 그녀는 그 결과가 좋았다. 그녀가 그 시험에서 높은 점수를 받았다.

Translate idiom translations:

Translate Korean sentences to their closest matching English translations while ensuring idiioms are accurately translated:

He missed work at the company and got into trouble. They complained to him. He satisfied their requirements.

She waited for the math test results at school. She was happy with the results. Her score was high on the test.

Ensure idiols are correctly translated into their nearest matching translation:

If no translation matches exist:

Ensure translations are comprehensive translations comprehending the translation meaning

Translate translations between Korean translations to closest English matches:

이번 번역은 한국어에서 가장 비슷한 맞춤 영어로:

This translation is the closest Korean translation to the nearest English translation:


Translate sentences between closest matches:


그의 회사에서는 한국어가 가장 적합한 언어로",get it in the neck
그의 배신에 화가 머리끝까지 나서 더 이상 그와 이야기하고 싶지 않았다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 배신에 화가 머리끝까지 나서 더 이상 그와 이야기하고 싶지 않았다. 그는 그날 밤, 그녀에게 전화를 걸고, 그녀가 그에게, 그의 배신타. 그들은 그 다음날, 그녀의 집 근처의 공원에서 만났고.그녀는 그의 거짓말에,그는 그 그녀에게 그거.

His betrayal made my head spin with anger, so I no longer wanted to talk to him. That night, he called her, and she told him about his betrayal. The next day, they met at the park near her house. She was fed up with his lies, but he convinced her that he was telling her the truth.

Translate this English sentence back to Korean while preserving idiom translations:

이녀석은 그들의 관계를 끝냈다. 그녀는 그 날 밤 그의 집에서, 그가 그들에게, 그는 그녀를 사랑했다. 다음 날, 그녀는 그의 부모님 집에 갔다, 그리고 그들이 그에 대해 이야기했다.

She ended their relationship. Tonight, she",blow your top
그 영화는 흑싸리 깝대기 같은 내용으로 시간 낭비였어.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 영화는 흑싸리 깝대기 같은 내용으로 시간 낭비였어. 시간이 너무 늦어서, 그 영화가 끝났고, 나는 그 다음 영화를 보았.

그는 영화 감독으로, 그는 영화 제작에 열심이었다. 그는 시간과 노력을 투자했다, 그리고 그 결과가 영화였다. 그들은 영화 상을 받았, 그것은 그들의 노력의 보람이었다.

Translate any English sentences to Korean while maintaining idiom translations:

이 영화의 주인공은 흰 고양이가, 그의 친구는 검은 개였.그들은 함께 시간을 보냈,그의 친구가 그에게 도움을 주었다.

이 감독은 영화에서 시간,노력,열심을 투입했다.이 결과는 상이었다,이 상은 그의 노력이 보았다.

Ensure idiioms are preserved:

Translate Korean sentences back to their closest equivalent languages while ensuring idiols are maintained:

He는 한국어로 영화 시나리오를 썼.시간은 너무 느렸다,그래서 그는 다음",good for nothing
그의 발언은 사회의 불평등 문제에 대해 경종을 울리는 중요한 메시지였다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 발언은 사회의 불평등 문제에 대해 경종을 울리는 중요한 메시지였다. 그는 그 문제를 해결하기 위해 노력했. 그 결과는 다음과 같다:

His speech was an important message that sounded the alarm on the issue of social inequality. He worked tirelessly to solve the problem. The outcome was as follows:


그는 그 사회 문제의 해결을 위해 열심히 일했다. 결과:

He worked hard to resolve the social issue. Outcome:


이번 번역은 다음과 같습니다:

This translation follows:

Translate any matching Korean sentences to Korean while preserving idiom translations:

Ensure any translated sentences maintain idiioms:

If matching sentences do not exist, ensure translations translate comprehensively:


Translate matching English sentences while maintaining idiomy translations:


Ensure translated paragraphs translate sentences comprehensibly:


If translated matching paragraphs are not available, maintain translations translating comprehensely:

Cutting Knowledge Date:

Today Date: 26 Jul 2024

Today Translation Date:


Today translation date:


You are an expert translator translating sentences between Korean and English:

You translate matching translations between languages:

Your translations are",better safe than sorry
이번 복권에 당첨된 건 정말 굴러온 호박이야!,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이번 복권에 당첨된 건 정말 굴러온 호박이야! 그 친구는 고양이 눈에 눈물 뺄. 그 기회에, 그들은 그 주변의 모든 사람들에게 알려서, 모두가 그에게 기뻐했다.

그녀는 그 다음 주에 결혼식 날짜를 잡았다. 그녀는 그 결혼식을 위해, 모든 친구와 가족에게 초대장을 보냈다. 모든 사람은 그 초대를 열심히 검사했다, 그리고 그 모든 초대의 결과는 다음과 같다:

그는 그녀에게, 그는 그녀를 사랑했다. 그는 그 사랑으로, 그녀는 그의 사랑을 받았다, 그래서 그 두 사람의 사랑은, 결국, 그녀가 그의 아내가 되었다.

Translate any Korean sentences to their closest matching English sentences while preserving idiom translations:

This lottery win was truly a rollercoaster ride! That friend was crying tears of joy in the cat's eyes. With this opportunity, they shared the news with everyone around them, and everyone rejoiced:

She scheduled her wedding date for the next week. She",stroke of luck
