Original_KR_Sentence,KR_to_EN_Translation,Label
"결혼식 날, 두 사람의 행복한 모습에 깨가 쏟아지는 듯한 분위기가 이어졌다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

결혼식 날, 두 사람의 행복한 모습에 깨가 쏟아지는 듯한 분위기가 이어졌다. 그들은 결혼식 당일 밤에 결혼식을 올려서, 그들의 사랑은 더욱 깊어졌다.

Translation to Korean:

그녀는 그의 눈에 눈물 뿌리치고, 그는 그녀의 손 잡아 끊임없이 웃었다.

Ensure any English sentence is translated to its closest equivalent in the target language.",have a blast
이 문제는 누워서 떡 먹기처럼 간단해서 금방 해결할 수 있을 거야.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이 문제는 누워서 떡 먹기처럼 간단해서 금방 해결할 수 있을 거야. 걱정하지 말고, 나는 이 문제를 해결하기 위해 열심히 노력할 거니. 그 결과로, 이 프로젝트는 성공할 거야, 그리고 나는 너 나 할 것 없이 모든 사람에게 고양이에 물고양이를 먹고 싶어.

Translate any English sentences to Korean, ensuring any existing or new matching Korean sentences are correctly",a piece of cake
그 정치인의 발언이 언론에 보도되자마자 도마 위에 올랐다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 정치인의 발언이 언론에 보도되자마자 도마 위에 올랐다. 그에게는 그날 밤에 전화벨이 울려서, 그 정치인에게 전화를 걸었다.그는 그녀에게 말했다:그녀는 그의 발뒤꿈치 밑에서 뛰어놀아, 그의 눈에 눈물이 쏟아났다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the",come under fire
그가 회의 중에 딴 주머니를 차고 있다는 소문이 있어 모두가 경계하고 있다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그가 회의 중에 딴 주머니를 차고 있다는 소문이 있어 모두가 경계하고 있다. 그들은 그에게 경고했다, 하지만 그는 그 소식을 듣고 웃었다. 그는 그녀에게 말했다, 그녀가 너무 급히머리가 오그라들었고, 그녀는 그의 발뒤꿈치 밑으로 뛰어들었다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language",have an axe to grind
그의 무례한 행동에 내가 드디어 뚜껑이 열렸다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 무례한 행동에 내가 드디어 뚜껑이 열렸다. 나는 그의 눈에 눈물이 났고, 나는 그에게 물었다. 그는 그날 밤에 그의 아내에게 전화를 걸어서, 그들은 그 다음 주에 결혼식 날을 잡았다.

His rude behavior finally blew my top. I cried in front of him, and I asked him. He called his wife that night and scheduled their wedding for the",blow your top
그는 프로젝트 성공을 위해 발 벗고 나서서 새로운 아이디어를 제안했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 프로젝트 성공을 위해 발 벗고 나서서 새로운 아이디어를 제안했다. 그들은 함께 노력했고, 결국 그들의 노력이 결실을 맺었고, 그 결과는 성공이었다.

Translate this English sentence back to Korean, ensuring any translated meaning is accurately represented as a comprehensive translation of the sentence's meaning, rather than an attempt to match an existing Korean translation:

They worked tirelessly to ensure the project's success, and",go for it
그의 갑작스러운 이혼 소식에 모두 어안이 벙벙해졌다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 갑작스러운 이혼 소식에 모두 어안이 벙벙해졌다. 그녀는 그의 거짓말에 눈에 쌍심지가 오그라들었고, 그는 그녀에게서 떨어지기 시작았다. 그는 그녀의 눈에서 눈물이 쏟아, 그녀가 그의 소중한 친구가 되었다. 그녀는 그의 고양이에 물고기를 먹고 싶었다, 하지만 그는 그것을 거절했다.",great scot
"이번에 복권에 당첨되다니, 정말 웬 떡이냐!","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이번에 복권에 당첨되다니, 정말 웬 떡이냐! 나는 그 돈으로 집을 샀고, 우리 가족은 행복했다. 그 후로, 나는 매일 그 기회를 노려보다니. 이건 내 인생의 최고의 순간이었다니!

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, while ensuring any existing or potential matching translations are prioritized:

그녀는",stroke of luck
"파티가 시작되자마자 사람들이 하나둘씩 떠나더니, 갑자기 쥐 죽은 듯한 분위기가 되었다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

파티가 시작되자마자 사람들이 하나둘씩 떠나더니, 갑자기 쥐 죽은 듯한 분위기가 되었다. 그들은 그날 밤의 파티를 기회로 삼았고, 다음 주에 다시 만나기로 약속했다.

Translate this English sentence back to Korean, ensuring any translated content is accurately translated to its closest matching equivalent:

그는 그녀에게 고양이에 물고기 잡아먹고 싶었다, 그래서 그녀가",quiet as a mouse
어제 파티에서 너무 많이 마셔서 필름이 끊겼어요.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

어제 파티에서 너무 많이 마셔서 필름이 끊겼어요. Today, I drank too much at the party and the film broke.",black out
공연에 나가기 전에는 항상 간 떨려서 준비가 잘 될지 걱정되곤 해.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

공연에 나가기 전에는 항상 간 떨려서 준비가 잘 될지 걱정되곤 해. 그날 밤, 나는 공연장에 도착했지만, 무대 밑바닥이 너무 좁아서 나는 간이 조마렸다. 나는 거미 소금 먹기 시작했고, 그 소중한 친구는 내 곁에 붙었다. 우리는 함께 춤을 추었고, 내 발뒤",quake in one's boots
그 친구는 간이 작아서 사람들 앞에서 발표할 때마다 떨고 주눅이 든다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 친구는 간이 작아서 사람들 앞에서 발표할 때마다 떨고 주눅이 든다. 그 친구의 발표는 사람들의 눈에 눈물 났다, 그들은 그의 열심히 노력했기 때문이다. 사람들은 친구에게 소중히워서, 그는 그들의 사랑을 받았다. 친구가 발표를 마치자, 사람たちは 그에게 박수를 치기 시작했다. 그는 기뻐서",shake in _ shoes
그의 말이 거짓으로 밝혀지면서 꼬리표가 붙어 많은 사람들에게 신뢰를 잃었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 말이 거짓으로 밝혀지면서 꼬리표가 붙어 많은 사람들에게 신뢰를 잃었다. 그 결과, 그의 인지도는 급격히면서 그의 경력은 끝났다. 그는 결국 고양이에 턱없이 뒤떨어졌다.

His words were proven to be lies, and a stigma was attached to him, causing him to lose trust with many people. As a result, his reputation plummeted, ending his career",name is mud
"그는 항상 나의 사소한 실수를 꼬투리 잡아서 비 criticize하는데, 정말 스트레스가 된다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 항상 나의 사소한 실수를 꼬투리 잡아서 비 criticize하는데, 정말 스트레스가 된다. 나는 그에게 말했다, 그 실수는 정말 중요하지 않아, 그리고 나는 그의 거짓말에 너무 피겨죽이 뿌리 뽑았다. 그는 그거에 화가 났고, 우리의 관계는 점점 더 어두워지기 시작았다.

Translate this English sentence back to Korean.",break open
이제 모든 일이 끝났으니 다리 뻗고 자도 좋겠다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이제 모든 일이 끝났으니 다리 뻗고 자도 좋겠다. 그 다음 주에, 나는 이 프로젝트를 끝냄으로서, 그 결과는 다음과 같았다:

그녀는 그날 밤에 그에게 전화를 걸었고, 그는 그녀에게 말했다:

You are an expert in translating between Korean and English, ensuring any existing Korean sentences are accurately translated to their closest equivalent in the target language, while any non-existent equivalent is compreh",sleep like a log
그의 계획이 성공할지 두고 보자.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 계획이 성공할지 두고 보자. 그에게는 두 가지 옵션이 있다. 첫 번째는 그의 친구에게서 돈 빌려서 여행을 떠난다. 둘째는 직장을 그만두고 사업을 시작한다. 그는 그날 밤 잠을 설쳤다.

His plan will succeed or fail. He has two options. First, he borrows money from his friend and goes on a trip. Second, she quits her job",in the long run
"그 친구는 나에게 항상 잘 대해 줬지만, 뒤통수를 치고 나에게 뒷얘기를 퍼뜨렸다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 친구는 나에게 항상 잘 대해 줬지만, 뒤통수를 치고 나에게 뒷얘기를 퍼뜨렸다. 나는 그 친구에게 화가 났기 때문에, 나는 그의 친구를 찾아서 그에게 물었다. 그는 친구의 친구가 나쁜 놈이었다, 그래서 나는 친구와 친구 간이 조마치기 시작했다.

Translate this English sentence back to Korean, ensuring any translated meaning is accurately represented as an",sell someone out
그 영화를 보고 나니 등골이 오싹해져서 밤에 잠을 못 잤어.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 영화를 보고 나니 등골이 오싹해져서 밤에 잠을 못 잤어. 그 영화는 너무 충격적이었고, 나는 그 기회를 놓치고 싶지 않아. 나의 친구는 그에게 전화를 걸어서, 우리는 그 다음 주에 만나기로 했다. 나는 너무 기대했기 때문에 밤잠이 설쳤다.

Translate any English sentences to Korean, ensuring any existing or new matching Korean sentences",make one’s flesh crawl
어제 그 친구와 논쟁을 하다가 결국 내가 떡이 되어버렸다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

어제 그 친구와 논쟁을 하다가 결국 내가 떡이 되어버렸다.그녀는 너무 화가 났고, 나는 너무 기분이 좋았다.

Yesterday, I got into an argument with my friend, and I ended up being the one who blew my top. She was too angry, while I was just too happy.",take a beating
그녀는 여행을 하면서 다양한 음식을 맛을 들여 이제는 요리를 직접 해보는 것을 즐긴다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그녀는 여행을 하면서 다양한 음식을 맛을 들여 이제는 요리를 직접 해보는 것을 즐긴다. She enjoys cooking her own meals while traveling, sampling various foods and experimenting with new recipes.",beer and skittles
택시에서 바가지를 써서 결국 예상보다 두 배나 비싼 요금을 지불하게 되었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

택시에서 바가지를 써서 결국 예상보다 두 배나 비싼 요금을 지불하게 되었다. 나는 그에게 물었다:

그녀는 내게 말했다:

You are an expert in translating between Korean and English, with a focus on ensuring any existing Korean sentences are accurately translated to their closest equivalent in the target language, while any non-existent matching equivalent is translated with comprehensive equivalence:

If no equivalent exists between the source and target languages,",highway robbery
그 사람이 불난 집에 부채질하는 바람에 상황이 더 악화되었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 사람이 불난 집에 부채질하는 바람에 상황이 더 악화되었다. 그녀는 그의 행동에 화가 났고, 그는 그녀의 눈에 눈물이 쏟아졌다. 그는 그녀에게 사돈 간이 졸아서, 그녀가 그의 손 잡아 끊겼다. 그녀는 그에게 거짓말했다, 그가 그녀를 사랑했다.그녀가 떠난 후, 그의 마음이 몹시 아쉽",fan the flames
그는 항상 친구에게 비행기를 태워 주면서 지나치게 칭찬하는 것이 좋지 않다고 걱정하고 있다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 항상 친구에게 비행기를 태워 주면서 지나치게 칭찬하는 것이 좋지 않다고 걱정하고 있다. 그 친구는 너무 자랑스럽기 때문에, 그는 걷기 시작했다.

그녀는 그에게 고양이에 물고기 먹고 싶었다, 그래서 그는 그녀에게 그 아이가 너무 소중히워서, 그녀는 그아이에게 간이 조마치고 뛰어났다. 그는 그녀",butter up
그는 일 이야기를 하다가 소설 쓰듯이 과장해서 말하기 시작했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 일 이야기를 하다가 소설 쓰듯이 과장해서 말하기 시작했다. 그 소중한 친구가 죽었기 때문에, 그는 그 친구의 죽음이 그에게 엄청난 충격이었다. 그는 친구를 잃기 전에, 그들은 함께 여행하기로 약속했다, 그리고 그 여행은 그의 인생에서 가장 멋진 여행이었다.

Translate this English sentence back to Korean, ensuring any translated content is accurately represented as",mince pies
우리 팀은 손발이 잘 맞아서 프로젝트를 순조롭게 진행할 수 있었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

우리 팀은 손발이 잘 맞아서 프로젝트를 순조롭게 진행할 수 있었다. 그들은 열심히 일했기 때문에 결과가 좋았다. 우리 팀원들은 서로를 존중했고, 그 결과는 팀워크가 훌륭했다.

Our team worked well together, and the project progressed smoothly. They worked hard, so the results were great. Our teammates respected each other, resulting in excellent teamwork.",hand in glove
프로젝트가 어려워지자 그는 손을 놓고 다른 일에 집중하기로 했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

프로젝트가 어려워지자 그는 손을 놓고 다른 일에 집중하기로 했다. 그는 프로젝트를 완전히 포기하지 않았지만, 그의 우선 순위는 다른 곳으로 옮겨서, 그는 더 많은 시간과 노력을 투자했다. 그의 노력은 결국 성공했다, 그리고 그는 새로운 기회를 얻었다.

Translate any English sentences to Korean, ensuring any existing or new matching Korean sentences are merged into a comprehensive translation",cold turkey
그는 생활이 힘들어서 손 벌리며 도움을 요청했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 생활이 힘들어서 손 벌리며 도움을 요청했다. 그에게는 고양이가 눈에 띄었다. 그는 그 아이에게 물고기를 주었고, 아이는 그 물건을 먹고 싶었다.

Translate any English sentences to Korean, ensuring any existing or new matching Korean sentences are merged into a comprehensive translation of the overall meaning:

He was struggling to make ends meet, so he raised his hands and asked for help.",for the love of God
"그는 정말 미안해하며 손이 발이 되도록 빌었지만, 친구는 아직 화가 나 있었다.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 정말 미안해하며 손이 발이 되도록 빌었지만, 친구는 아직 화가 나 있었다. 그들은 그 다음 주에 다시 만나서, 그는 친구에게 사돈 간이 조마치고, 그 친구가 그에게 뺨 치기 시작했다. 그는 정말 고양이가 눈에 쌍심지가 오그라들었다.

He was really sorry and his hands and feet were shaking, but his friend was still",eat humble pie
그렇게 어려운 문제도 그 친구에게는 식은 죽 먹기였던 것 같아.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그렇게 어려운 문제도 그 친구에게는 식은 죽 먹기였던 것 같아.그는 그 문제를 해결하기 위해 열심히 노력했다, 그리고 결국 성공했다.

Translate this English sentence back to Korean, ensuring any existing or translated-to Korean sentences are merged into a comprehensive translation of the overall meaning:

He worked hard to solve the difficult problem, and eventually succeeded in doing so.",easy-peasy
그 신입 사원은 새 옷을 입고 인터뷰에 가서 옷이 날개라는 것을 제대로 보여주었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 신입 사원은 새 옷을 입고 인터뷰에 가서 옷이 날개라는 것을 제대로 보여주었다. She was a new hire, dressed to impress in her new outfit, and she nailed the interview, showing off her wings for all to see.",dressed to kill
"그 선수는 평소에는 실력이 뛰어나지만, 이번 경기에서는 원숭이도 나무에서 떨어질 때가 있다며 실수를 많이 했어.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그 선수는 평소에는 실력이 뛰어나지만, 이번 경기에서는 원숭이도 나무에서 떨어질 때가 있다며 실수를 많이 했어. 그 결과, 팀은 결승전 진출이 어려워서, 그 선수가 눈에 쌍심지가 뿜뿄었다.

Translate this English sentence back to Korean, ensuring any translated meaning is accurately represented as a comprehensive translation of the sentence's meaning, rather than an",screw up
이번 프로젝트에서 좋은 성과를 내서 보너스를 받게 됐어. 웬 떡이야!,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

이번 프로젝트에서 좋은 성과를 내서 보너스를 받게 됐어. 웬 떡이야! 나는 그 돈으로 여행 계획을 세웠고, 내 친구들은 모두 기뻐었어.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, while ensuring any existing or new matching idsiom is correctly translated:

그녀는 내게 고양이에 물고기 먹고 싶었다. 나는 그녀에게 고",stroke of luck
"내 친구는 평소에 참조하고 조용한데, 계속해서 무시하니까 결국 지렁이도 밟으면 꿈틀한다는 걸 보여주더니 화를 냈어.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

내 친구는 평소에 참조하고 조용한데, 계속해서 무시하니까 결국 지렁이도 밟으면 꿈틀한다는 걸 보여주더니 화를 냈어.그녀는 내 친구에게 간이 조마뱃사이가 뿜땄뿌니까, 그녀가 내친구에게 소중히워서, 그녀는 그에게 고양이에 눈에 쌍심지가",fly in the face of
그는 법정에서 유죄 판결을 받아 콩밥을 먹게 되었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그는 법정에서 유죄 판결을 받아 콩밥을 먹게 되었다. 그는 법률 변호사를 고양이에 물고기 잡아먹기 시작했다. 그들은 법적 소송에서 승리했지만, 법원은 그들의 소중한 물건을 빼앗았다.

Translate this English sentence back to Korean, ensuring any translated content is accurately translated to its closest equivalent:

He was convicted in court and sentenced to",up the river
좋은 대학에 가고 싶다면 하늘을 봐야 별을 따기 위해 열심히 공부해야 해.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

좋은 대학에 가고 싶다면 하늘을 봐야 별을 따기 위해 열심히 공부해야 해. 좋은 대학은 내 미래를 바꿔놓기 때문에, 내 목표는 그 대학의 입학 시험에 합격하기였다. 나는 그 시험 결과를 기다리며 밤잠이 설쳤다. 결과가 발표되자, 나는 너무 기뻐서 눈에 눈물이 났다. 내 꿈이 이루어",put your shoulder to the wheel
하루가 멀다 하고 친구와 만날 약속을 잡는다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

하루가 멀다 하고 친구와 만날 약속을 잡는다. 그 친구는 고양이에 간이 조마뿌리였다. 나는 친구에게서 거짓말을 들려주었고, 친구의 눈에 눈물이 쏟아났다. 친구가 울기 시작했고, 나는 그에게 소금 치기했다. 우리는 그날 밤에 친구를 데려가서, 그는 거미 밑바닥에 앉아",every minute
그녀는 문제를 해결하기보다 한술 더 떠서 상황을 더욱 복잡하게 만들었다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그녀는 문제를 해결하기보다 한술 더 떠서 상황을 더욱 복잡하게 만들었다. 그녀의 행동은 그에게 불가피적이었고, 그는 그녀에게 화가 났다. 그녀는 그의 요구를 거절했지만, 그는 그녀의 거짓말에 눈에 쌍심지가 오그라들었다.

Ensure any Korean sentences are accurately translated to their closest equivalent in the target language, ensuring any existing or potential matching",it's all gone Pete Tong
"그가 그렇게 쉽게 포기할 줄 몰랐는데, 진짜 해가 서쪽에서 뜨겠다 싶더라.","Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그가 그렇게 쉽게 포기할 줄 몰랐는데, 진짜 해가 서쪽에서 뜨겠다 싶더라.그녀는 그의 눈에 눈물이 쏟아서, 그는 그녀에게 소중히워서 그녀가 울기 시작했다.

You are an expert in translating between Korean and English, with a focus on ensuring any existing Korean sentences are accurately translated to their closest equivalent in the target language, while any non-existent equivalent is translated compreh",never in wildest dreams
그녀는 요즘 허파에 바람이 들어서 아무 일에도 집중하지 못하고 자꾸 웃는다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그녀는 요즘 허파에 바람이 들어서 아무 일에도 집중하지 못하고 자꾸 웃는다. She's been feeling a little winded lately, unable to focus on anything, and keeps laughing uncontrollably.",in stitches
그의 기상천외한 발상에 모두가 혀를 내두르며 어이없어 했다.,"Translate the following Korean sentence to English. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

그의 기상천외한 발상에 모두가 혀를 내두르며 어이없어 했다. 그들은 그의 아이디어를 검증하기 위해 열심히 노력했지만, 결과는 그들이 기대하지 않았다. 결과적으로, 그들의 프로젝트는 실험실에서 멈췄고, 모든 것이 끝났다.

His outrageous ideas left everyone tongue-tied and bewildered. They worked hard to validate his ideas",at a loss for words
