Original_EN_Sentence,EN_to_KR_Translation,Label
"After receiving the promotion, she felt like she was walking on air.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After receiving the promotion, she felt like she was walking on air. She had worked hard for this moment, and it was a testament to her dedication and perseverance. Her colleagues were thrilled for her and couldn't wait to see what she would accomplish in her new role. As she walked into the office, everyone turned to look at her, smiling and congratulating her on her achievement. The atmosphere was electric, filled with excitement and anticipation for what the future held for their team leader",잔치날에 큰상 받는 기분
"After receiving the news of her promotion, she was walking on air all day.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After receiving the news of her promotion, she was walking on air all day. She had worked hard for this moment, and it was a testament to her dedication and perseverance. Her colleagues were all congratulating her and wishing her the best of luck in her new role. It was going to be a challenging position, but she knew she had the skills and expertise to excel in it.",입이 가로 터지다
I'll believe he's going to commit to that project when hell freezes over.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I'll believe he's going to commit to that project when hell freezes over. Until then, I'll just have to keep an eye on him and make sure he doesn't waste any more of the company's resources on his harebrained schemes. I swear, sometimes I think he forgets that he works for us, not the other way around. It's like he thinks he can just do whatever he wants and we'll magically make it all work out in the end.",금강산 상상봉에 물 밀어 배 띄워 평지 되거든
"First, I lost my job, and then my car broke down; truly, when it rains, it pours.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

First, I lost my job, and then my car broke down; truly, when it rains, it pours. I was left with nothing but the clothes on my back and a dwindling bank account. It was as if the universe was conspiring against me, testing my resolve and pushing me to the brink of despair.

Ensure any Korean sentence is translated to English, ensuring any existing or translated Korean sentences are not affected:

그녀는 고양이에 눈에 쌍",엎친 데 덮치다
I'll believe that he can finish a marathon when pigs fly!,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I'll believe that he can finish a marathon when pigs fly! He's been training for months, but he still can't even run a mile without stopping to catch his breath. I'm starting to think he's more of a couch potato than a serious athlete. Maybe he should just stick to playing video games and leave the running to those who actually know what they're doing.",금강산 상상봉에 물 밀어 배 띄워 평지 되거든
Searching for my lost keys in the park turned out to be a wild goose chase.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Searching for my lost keys in the park turned out to be a wild goose chase. I had been searching for what felt like an eternity, and I was starting to lose hope. Just when I thought all hope was lost, I spotted a glimmer of light on the horizon. It was the sun setting over the trees, casting a warm orange glow across the landscape. Suddenly, my heart skipped a beat as I stumbled upon my keys buried beneath a pile of leaves. They were",게 등에 소금 치기
We waited with bated breath for the announcement of the contest winner.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

We waited with bated breath for the announcement of the contest winner. Finally, the emcee took the stage and revealed the winner's name. The audience erupted into cheers and applause as the new champion was crowned. It was a night to remember, filled with excitement, suspense, and the thrill of victory.",굿 구경 간 어미 기다리듯
"After that scandal, his name is mud among the community.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After that scandal, his name is mud among the community. His reputation is in shambles, and he can't even get a job at the local convenience store. He's been living off his savings for months, but they're dwindling fast. It's only a matter of time before he runs out of money and is left with nothing but the clothes on his back.",꼬리표 붙다
The math test was a piece of cake; I finished it in just ten minutes.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The math test was a piece of cake; I finished it in just ten minutes. I was so confident in my abilities that I decided to take a break and grab a snack from the vending machine. As I waited for my snack to dispense, I couldn't help but think about how easy the test had been. It was almost as if the questions were written specifically for me, catering to my strengths and avoiding my weaknesses.",누워서 떡 먹기
His constant criticism only added fuel to the fire during our argument.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

His constant criticism only added fuel to the fire during our argument. I was fed up with his condescending attitude and decided to stand up for myself, even if it meant walking out of the meeting room. The tension between us was palpable, and I could tell he was seething with anger, waiting for the perfect moment to strike back. Little did he know, I had a few tricks up my sleeve and was ready to take him down a peg or two.",불난 집에 부채질하다
"I believe she has an axe to grind in this meeting, as she keeps bringing up issues that only affect her department.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I believe she has an axe to grind in this meeting, as she keeps bringing up issues that only affect her department. I'm not sure what she's trying to accomplish, but it seems like a waste of everyone's time. Maybe she just wants to be the center of attention, or maybe she genuinely cares about the company's well-being. Whatever the reason, I think we should focus on finding solutions that benefit everyone, not just one person's agenda.",딴 주머니를 차다
The math test was as easy as pie; I finished it in under ten minutes!,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The math test was as easy as pie; I finished it in under ten minutes! I was so proud of myself for acing it, and I couldn't wait to share the good news with my friends. We decided to celebrate with a trip to the ice cream parlor, where I indulged in a decadent chocolate sundae with extra sprinkles. It was the perfect way to cap off an already amazing day!

Ensure any Korean sentence is translated to English, ensuring any",누워서 떡 먹기
"When I heard the unexpected news, I was completely at a loss for words.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When I heard the unexpected news, I was completely at a loss for words. My mind was racing, and I couldn't believe what I had just been told. It was like a punch to the gut, leaving me breathless and disoriented. I tried to process what was happening, but my thoughts were a jumbled mess, making it hard to focus on anything else. In the end, all I could do was sit there in stunned silence, trying to wrap my head",혀를 내두르다
"After the trial, he knew he would be behind bars for a long time.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After the trial, he knew he would be behind bars for a long time. The judge had sentenced him to 20 years in prison, with no chance of parole until he had served at least half of his sentence. He would have to endure the harsh realities of prison life for years to come, all because of one reckless mistake that had changed his life forever.",콩밥을 먹다
"After staying up all night studying, I thought I might black out during the exam.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After staying up all night studying, I thought I might black out during the exam. Luckily, my caffeine-fueled brain managed to stay awake and alert, and I was able to answer all the questions to the best of my ability. When the results were announced, it turned out that I had passed with flying colors, much to my relief and joy.",필름이 끊기다
"When I saw the mess in the living room after my brother's party, I nearly blew my top.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When I saw the mess in the living room after my brother's party, I nearly blew my top. There were empty beer bottles everywhere, and the couch cushions were scattered all over the floor. It looked like a tornado had ripped through the room, leaving a trail of destruction in its wake. I couldn't believe the state of the house after just one night of partying. My brother had promised to clean up after himself, but it seemed like he had forgotten all about it",뚜껑이 열리다
He tried to butter up his boss before asking for a raise by complimenting her on her recent achievements.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

He tried to butter up his boss before asking for a raise by complimenting her on her recent achievements. Unfortunately, his attempt at flattery fell flat, and his request was met with a stern lecture on the importance of hard work and dedication. Despite this setback, he refused to give up on his dream of becoming the company's top salesperson and vowed to work twice as hard to prove himself worthy of the position.",비행기 태우다
The politician came under fire for his controversial statements during the interview.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The politician came under fire for his controversial statements during the interview. Critics accused him of being out of touch with the concerns of everyday citizens, while supporters argued that he was a visionary leader who would shake up the status quo and bring about much-needed change. Despite the backlash, the politician remained steadfast in his commitment to his policies, convinced that they would ultimately benefit the country in the long run.",도마 위에 오르다
"She goes to the gym day in, day out to maintain her fitness.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She goes to the gym day in, day out to maintain her fitness. It's not just about looking good; it's about feeling good too. She knows that a healthy body is a happy body, and she's determined to stay on top of her game.",하루가 멀다 하고
"When she asked me the answer to that question, I just drew a blank.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When she asked me the answer to that question, I just drew a blank. I had no idea what she was talking about, and my mind went completely blank as I stared at her in confusion.",필름이 끊기다
His controversial comments during the meeting drew fire from several colleagues.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

His controversial comments during the meeting drew fire from several colleagues. They felt he had crossed a line by criticizing the team's performance without offering any constructive feedback or suggestions for improvement. The tension in the room was palpable as they debated the merits of his approach versus the tried-and-tested methods they had been using for years. In the end, they decided to table the discussion until the next meeting, when they would revisit the issue with fresh eyes and a more open mind.",도마 위에 오르다
"For an experienced chef like her, preparing a five-course meal is just duck soup.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

For an experienced chef like her, preparing a five-course meal is just duck soup. She whips up each dish with the speed and precision of a well-oiled machine, ensuring every bite is a symphony of flavors and textures that delight even the most discerning palates. Her culinary skills are honed to perfection, making her the go-to chef for high-profile events and exclusive dinner parties. Whether she's cooking up a storm in the kitchen or charming guests with her warm",누워서 떡 먹기
Learning to ride a bike again after all these years was as easy as falling off a log.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Learning to ride a bike again after all these years was as easy as falling off a log. It was like my body had a built-in GPS system that knew exactly where to go and how to get there, even when my brain was still trying to figure it out. I was pedaling like a pro in no time, feeling the wind in my hair and the sun on my face, just like I used to when I first learned as a kid.",누워서 떡 먹기
The math test was easy as pie; I finished it in just fifteen minutes.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The math test was easy as pie; I finished it in just fifteen minutes. I was so proud of myself, and I couldn't wait to share the good news with my friends. We decided to celebrate by going to the movies and watching the latest superhero blockbuster. It was a night to remember, filled with laughter and excitement.

The following Korean sentence will be translated to English, ensuring any existing or matching Korean sentences are merged into a comprehensive translation:

그 수학 시험은 간",누워서 떡 먹기
Solving that puzzle was easy-peasy; I finished it in under five minutes!,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Solving that puzzle was easy-peasy; I finished it in under five minutes! Now, let's move on to the next challenge, shall we?",누워서 떡 먹기
He checks his phone every minute to see if he has any new messages.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

He checks his phone every minute to see if he has any new messages. He's been waiting for what feels like an eternity to hear back about the job interview he had last week, and he's starting to lose hope.",하루가 멀다 하고
Her comments only served to fan the flames of the argument between them.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Her comments only served to fan the flames of the argument between them. The tension was palpable, and it was clear that neither of them was going to back down anytime soon.",불난 집에 부채질하다
"If you've been thinking about starting your own business, just go for it!","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

If you've been thinking about starting your own business, just go for it! There's no better time than the present to take the leap of faith and pursue your dreams. Don't let fear or uncertainty hold you back from achieving your goals and making your mark on the world. You are capable of greatness, and it's time to unleash your inner entrepreneur and make your vision a reality. So, what are you waiting for? Take the first step today and start building the business",발 벗고 나서다
"When the concert tickets sold out in seconds, the fans were going nuts.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When the concert tickets sold out in seconds, the fans were going nuts. They had been waiting for months to see their favorite band perform live, and now it was finally happening. The excitement in the air was palpable as everyone eagerly anticipated the big night ahead. Little did they know, this was just the beginning of an unforgettable adventure that would change their lives forever.",열 받다
"She always says that celebrities have it easy, but they face pressures we can't even imagine.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She always says that celebrities have it easy, but they face pressures we can't even imagine. They have to maintain a certain image, and their every move is scrutinized by the public and the media. It's a constant battle to stay relevant and keep their fans happy, all while dealing with the stress of fame and fortune.",손에 물 한 방울 안 묻히다
The horror movie was so terrifying that it made my flesh crawl.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The horror movie was so terrifying that it made my flesh crawl. I was on the edge of my seat the entire time, waiting for the next jump scare. When the credits finally rolled, I let out a sigh of relief and collapsed onto the couch, exhausted from all the adrenaline pumping through my veins.",등골이 오싹하다
The two companies launched their new marketing campaigns in tandem to maximize their outreach.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The two companies launched their new marketing campaigns in tandem to maximize their outreach. Their combined efforts resulted in a significant increase in brand recognition and customer engagement across their target demographics. By leveraging their shared resources and expertise, they were able to create a cohesive and impactful marketing strategy that resonated with their audience and drove tangible results for their businesses.",손발을 잘 맞춰
The exam was a piece of cake; I finished it in just thirty minutes!,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The exam was a piece of cake; I finished it in just thirty minutes! The questions were all multiple-choice, and I was able to breeze through them with ease. I even had time to grab a snack and catch up on my favorite TV show during the break. Overall, I'm feeling pretty confident about my chances of acing this exam.",누워서 떡 먹기
"After that scandal, his name is mud in the business community.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After that scandal, his name is mud in the business community. His reputation is in shambles, and he can't even get a meeting with a potential investor. He's been trying to clean up his act, but it's going to take a lot of hard work to regain the trust of his peers.",꼬리표가 붙다
"She reminded herself that no pain, no gain as she pushed through the final miles of her marathon training.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She reminded herself that no pain, no gain as she pushed through the final miles of her marathon training. Sweat dripped down her face, and her legs screamed in protest, but she refused to give up on her dream of crossing the finish line in under four hours. Every step felt like a victory, every breath a testament to her unwavering dedication to this grueling journey. As she approached the last mile marker, she felt a surge of adrenaline coursing through her veins",하늘을 봐야 별을 딴다
"When I first tried baking, I thought it would be challenging, but it turned out to be nothing to it.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When I first tried baking, I thought it would be challenging, but it turned out to be nothing to it. I was able to whip up a batch of chocolate chip cookies in no time, and they were a hit with my family and friends. Now, baking is one of my favorite hobbies, as it allows me to relax and express my creativity while producing delicious treats for others to enjoy.",누워서 떡 먹기
"Before we finalize the project, let’s make sure we are on the same page regarding the budget.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Before we finalize the project, let’s make sure we are on the same page regarding the budget. I want to ensure we have enough funds to cover all the necessary expenses, including the cost of materials, labor, and any unexpected issues that may arise during the construction process.

Ensure any Korean sentence is translated to English, ensuring any existing or new Korean sentences are accurately translated into their closest equivalent English translation. This may involve translating the content comprehensively:

You are an expert in",손발을 잘 맞춰
"In that company, the CEO's word is law, and no one dares to question his decisions.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

In that company, the CEO's word is law, and no one dares to question his decisions. He's a master strategist, always thinking several steps ahead of the competition. His vision for the company's future is clear and compelling, inspiring his team to work tirelessly towards a common goal.

Ensure any Korean sentence is translated to English, ensuring any existing Korean sentences are not duplicated:

그는 그 회사의 CEO로, 그의 말은 법이다, 그리고 아무도 그의 결",칼자루를 잡다
I was really pissed off when my favorite show got canceled unexpectedly.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I was really pissed off when my favorite show got canceled unexpectedly. I had been following it for years, and it was the highlight of my week. Now, I'm stuck watching reruns of the same old shows I've seen a million times before. It's just not fair, you know? I mean, what's the point of even having a TV if all they're going to do is cancel all the good shows and leave us with nothing but mindless drivel?",뚜껑이 열리다
The thought of speaking in front of the entire school made her quake in her boots.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The thought of speaking in front of the entire school made her quake in her boots. She had always been a shy and introverted person, and the idea of being the center of attention was terrifying to her. Her friends tried to reassure her, telling her that she would do great, but she couldn't shake off the feeling of dread that had settled in the pit of her stomach. As she stood backstage, waiting for her turn to speak, she felt like she was going to",간 떨리다
"When she was reading her book, she was as quiet as a mouse.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When she was reading her book, she was as quiet as a mouse. She was so engrossed in the story that she didn't even notice when her friend walked into the room and sat down next to her. Her friend tried to get her attention by tapping her on the shoulder, but she just kept reading, oblivious to everything else around her.

Ensure any Korean sentence is translated to English, ensuring any existing Korean sentences are not duplicated:

그녀는 책을 읽기",쥐 죽은 듯하다
"After being convicted of fraud, he had to serve time in federal prison.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After being convicted of fraud, he had to serve time in federal prison. During his time behind bars, his health began to deteriorate due to the poor living conditions and lack of access to quality medical care. Despite his best efforts to stay positive and focus on rehabilitation, the harsh realities of prison life took their toll on his mental and physical well-being. Upon his release from prison, it was clear that his life would never be the same, and he was left to pick up",콩밥을 먹다
"When the thunderstorm rolled in, I could see my little brother shaking in his boots.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When the thunderstorm rolled in, I could see my little brother shaking in his boots. I tried to reassure him that everything would be okay, but he was too scared to listen to me. His eyes were wide with fear as he clung to my leg, begging me to stay with him until the storm passed.",간 떨리다
"When he found out that someone had lied to him, he was spitting blood with rage.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

When he found out that someone had lied to him, he was spitting blood with rage. His anger was so intense that he had to take a few deep breaths to calm himself down before confronting the person who had deceived him. He was determined to get to the bottom of the situation and find out who was responsible for the lies that had caused him so much pain and suffering.",뚜껑이 열리다
Winning the lottery was a stroke of luck that changed his life forever.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Winning the lottery was a stroke of luck that changed his life forever. He was able to retire early and pursue his passion for photography, traveling the world and capturing breathtaking landscapes and portraits of the people he met along the way. His newfound freedom allowed him to live life on his own terms, and he reveled in the simple joys of waking up each morning with no alarm clock and no deadlines to worry about.",굴러온 호박
I can't believe the senator made those claims; he's just talking through his hat again.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

I can't believe the senator made those claims; he's just talking through his hat again. I've been following his career for years, and it's always the same story: empty promises and a lack of substance. It's time for him to step down and let someone with real leadership skills take the reins. The people deserve better than a self-serving politician who only cares about lining his own pockets with taxpayer dollars.",소설 쓰다
"She proved her loyalty time after time, always being there when I needed her.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

She proved her loyalty time after time, always being there when I needed her. Her dedication was unwavering, and I knew I could count on her no matter what challenges lay ahead.",하루가 멀다 하고
The politician found himself under fire after the controversial decision was made public.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

The politician found himself under fire after the controversial decision was made public. Critics accused him of prioritizing his own interests over those of his constituents, while supporters argued that he was simply doing what needed to be done to ensure the city's continued growth and prosperity. As the debate raged on, the politician remained steadfast in his commitment to his vision for the future, even as his popularity began to wane among the general public.

Ensure any Korean sentence is translated to English, ensuring",도마 위에 오르다
"After getting caught for embezzlement, he knew he was going to end up up the river for a long time.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After getting caught for embezzlement, he knew he was going to end up up the river for a long time. He tried to negotiate a plea deal, but the DA was having none of it. In the end, the judge sentenced him to 10 years in the slammer, with no chance of parole for at least 5 years.",콩밥을 먹다
Looking for that lost sock in the washing machine turned into a wild-goose chase.,"Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

Looking for that lost sock in the washing machine turned into a wild-goose chase. It was like trying to find a needle in a haystack, except the needle was a sock and the haystack was the entire laundry room. In the end, I gave up and decided to just wear mismatched socks for the rest of the day. After all, who needs matching socks when you can have a good story to tell?",뜬구름 잡는 소리
"After that scandal, her name is mud in the community.","Translate the following English sentence to Korean. Ensure any idioms are translated as idioms. If no matching idiom exists, translate the meaning comprehensively:

After that scandal, her name is mud in the community. Her reputation is in shambles, and she can't even get a job at the local convenience store. She's been living off her savings for months, but they're dwindling fast. It's only a matter of time before she hits rock bottom and loses everything she's worked so hard for.",꼬리표가 붙다
